,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
4494,4494,1997/06/06,07:35:00,"Near Irumu, Congo",Bazair,Bunia - Kisangani,3159,Vickers Viscount 781D,YK-UBW,280,27.0,27.0,0.0,Crashed shortly after taking off. Fire in the cabin.
4495,4495,1997/06/10,0,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Mandalgobi,6041,Harbin Yunshuji Y-12 II,KM-NPA,6,12.0,7.0,0.0,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.
4496,4496,1997/07/03,03:49:00,"Madh Island, India",Elbee Airlines,Mumbai - Banglaor,1660,Fokker F-27 Friendship 200,OA-BFY,10670,2.0,2.0,0.0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.
4497,4497,1997/07/05,0,"Skwentna, Alaska",Air Taxi,Sightseeing,2739,de Havilland DHC-2,EO-NNL,506,5.0,4.0,0.0,"While en route, the aircraft lost engine power and the pilot tried to land in a small lake but stalled and crashed into marsh. A loss of engine power due to the fatigue failure of the no.1 exhaust push rod."
4498,4498,1997/07/06,0,"Near Saravena, Colombia",Military - Colombian Army,/,7697,Mil Mi-17 (helicopter),GX-DRT,7404,29.0,25.0,0.0,Shot down by rebels.
4499,4499,1997/07/09,09:30:00,"Suzano, Brazil",TAM (Brazil),Sao Jose dos Campos - Congonhas,8026,Fokker 100,UT-KBR,11440,60.0,1.0,0.0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.
4500,4500,1997/07/11,21:55:00,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,8103,Antonov AN-24,OU-VQY,27307610,44.0,44.0,0.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.
4501,4501,1997/07/12,17:30:00,"Skagway, Alaska",Haines Airways - Air Taxi,"Haines, AK - Skagway, AK",7592,Piper PA-32,GY-BPW,32-7340021,6.0,4.0,0.0,"The sightseeing plane lost engine power and ditched in 39 degree water. Jamming/failure of the left magneto impulse coupling, which stopped rotation of the magneto gear, and resulted in subsequent shearing of the accessory intermediate idler gear."
4502,4502,1997/07/17,11:56:00,"Bandung, Indonesia",Sempati Air,Bangdung - Jakarta,6249,Fokker F-27 Friendship 600,MX-FUO,10415,50.0,30.0,0.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field."
4503,4503,1997/07/18,10:32:00,"Goroka,  New Guinea",Goroka Air Services,Chimbu - Goroka,8254,de Havilland Canada DHC-6 Twin Otter 300,RW-EZP,250,4.0,2.0,0.0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.
4504,4504,1997/07/21,13:08:00,"Near Ranong, Thailand",Singapore Airlines,Phuket - Ranong,5763,Learjet 31,WY-DPZ,31-033B,2.0,2.0,0.0,On a training flight the instructor misread the Ranong DME and causing the trainee pilot to descend below minimum altitude in poor weather conditions. The aircraft  flew into high terrain.
4505,4505,1997/07/29,0,"Calabar , Nigeria",ADC Airlines,Lagos - Calabar,4945,BAC One-Eleven 203AE,OV-MEB,041,55.0,1.0,0.0,Overshot the runway in heavy rain and came to rest in brush.
4506,4506,1997/07/30,10:30:00,"Florence, Italy",Air Littoral,Nice - Florence,6337,Aerospatiale ATR-42-512,PH-XKK,492,17.0,1.0,0.0,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway."
4507,4507,1997/08/06,01:42:00,"Agana, Guam",Korean Airlines,Seoul - Guam,3074,Boeing B-747-300,UG-NIR,22487/605,254.0,229.0,0.0,"The aircraft crashed into Nimitz Hill, 3 miles short of Runway 06R, while making a non-precision approach in heavy rain to A.B. Won Guam International Airport. The runway glide slope system was inoperative. In addition, the Minimum Safe Altitude Warning system (MSAW) was also not working due to a software problem. The captain’s failure to adequately brief and execute the non-precision approach and the first officer's and flight engineer's failure to effectively monitor and cross-check the captain’s execution of the approach. Contributing to these failures were the captain's fatigue and Korean Air's  inadequate flight crew training. Contributing to the accident was the Federal Aviation Administration's (FAA) intentional inhibition of the MSAW at Guam and the agency's failure to adequately manage the system."
4508,4508,1997/08/07,12:36:00,"Miami, Florida",Fine Air,Miami - Santo Domingo,4743,McDonnell Douglas DC-8-61F,RC-VUM,45942/349,4.0,4.0,0.0,"Immediately after taking off the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air."
4509,4509,1997/08/10,08:15:00,"Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu,8961,Dornier DO-228-212,QK-VNZ,8220,16.0,16.0,0.0,The aircraft flew into a mountain and exploded in flames after a missed approach and while executing a go-around in rain and high winds. The pilot turned right instead of left when initiating the go-around.
4510,4510,1997/08/10,13:30:00,"100 miles SW of Kuujjuaq, Quebec, Canada",Private,/,2624,Cessna 180K,LD-BHE,18053048,2.0,2.0,0.0,"French Canadian actress Marie-Soleil Tougas, 27, and  film director Jean-Claude Lauzon, 43, were killed when their Cessna crashed into a mountainside in strong winds and rain. They were returning from a fishing trip. While the cause of the accident is officially listed as unable to determine, an unexplained distraction and/or the effects of an optical illusion may have contributed to distracting the pilot's attention from flying the circuit."
4511,4511,1997/08/14,16:35:00,"Tindal, NT, Australia",Air taxi,Sightseeing,5204,Cessna 210,HJ-OKT,21062072,5.0,5.0,0.0,While flying at a low altitude the aircraft experienced engine trouble and crashed into trees. The engine failed due to fuel exhaustion. The pilot did not take advantage of suitable areas available for a forced landing. The aircraft stalled at a height from which recovery was not considered possible.
4512,4512,1997/08/15,19:30:00,"Criciúma, Brazil",Air taxi - TAM,/,6882,Cessna 550 Citation II,WW-RJZ,550-0013,2.0,2.0,0.0,While en route the plane went into a steep dive and impacted terrain.
4513,4513,1997/08/29,0,"Puerto Inirida, Venezuela",SATENA,San Felipe - Puerto Inirida,4874,Pilatus PC-6 Turbo Porter / Cessna 206,LG-EZH,820,12.0,12.0,0.0,Collided with a Cessna 206 (OB-1450) and crashed 3 miles from the airfield. Six killed on the Pilatus and 6 on the Cessna
4514,4514,1997/09/03,14:00:00,"Phnom Penh, Cambodia",Vietnam Airlines,Ho Chi Minh City - Phnom Penh,1162,Tupolev TU-134,DZ-ATU,66360,66.0,65.0,0.0,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing."
4515,4515,1997/09/06,19:44:00,"Near Miri, Malaysia",Borneo Airways,Bandar Seri Begawan - Miri,8014,Dornier 228-212,YO-JZZ,8217,10.0,10.0,0.0,Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.
4516,4516,1997/09/12,0,"Near Uvira, Zaire",TMK Air Commuter,Buknavu - Uvira,5773,de Havilland Canada DHC-6 Twin Otter 300,VY-SGX,735,22.0,22.0,0.0,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.
4517,4517,1997/09/13,17:10:00,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,/,1458,Tupolev TU-154M / C-141 Starlifter,MJ-PSY,89A-813,33.0,33.0,0.0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
4518,4518,1997/09/26,13:34:00,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Jakarta - Medan,6541,Airbus A300-B4-200,JM-BEX,214,234.0,234.0,0.0,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. ATC error in directing the plane in the wrong direction into mountainous terrain that was obscured by smoke and haze due to forest fires in the area.
4519,4519,1997/10/08,07:23:00,"Near Montrose, Colorado",SceniAirlines,"Montrose, CO - Page, AZ",5369,Cessna 208B Caravan I,FY-YWZ,208B-0432,9.0,9.0,0.0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin."
4520,4520,1997/10/09,03:00:00,"Banjul, Gambia",Naysa Aerotaxis,/,3400,Beech Super King Air 200,TV-BBF,BB-218,9.0,8.0,0.0,Crashed 3km short of the runway at Banjul International Airport in heavy rain and thunderstorms.
4521,4521,1997/10/10,22:23:00,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),Posadas - Buenos Aires,1819,McDonnell Douglas DC-9-32,KZ-JSU,47446/561,74.0,74.0,0.0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Pitot heater failure."
4522,4522,1997/10/10,0,"Taipei, Taiwan",Military - Republiof China Air Force,/,7709,Lockheed C-130H Hercules,YR-PRF,5067,5.0,5.0,0.0,Crashed in poor weather.
4523,4523,1997/10/12,17:28:00,"Monterey Bay, near PacifiGrove, California",Private,/,5258,Rutan Long EZ (experimental aircraft),GD-IAD,54,1.0,1.0,0.0,"The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge."
4524,4524,1997/10/29,0,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,/,7321,Yakovlev YAK-40,NC-YVY,9441037,26.0,2.0,0.0,Crashed during a landing attempt.
4525,4525,1997/10/30,0,"Near La Roche, Alberta, Canada",/,Fort MMurray - La Loche,4872,Cessna 206 Seneca,KX-HDM,7155,6.0,3.0,0.0,Crashed while en route. The pilot continued flight into adverse weather and lighting conditions which did not enable him to avoid collision with terrain. Contributing factors to this occurrence were the aircraft's unserviceability for single pilot IFR flight and the lack of guidance to company pilots as to weather limits for night VFR flight.
4526,4526,1997/11/08,08:08:00,"Near Barrow, Alaska",Hageland Aviation Services,Barrow - Wainwright,4748,Cessna 208B Caravan I,ZZ-WIF,208B-0504,8.0,8.0,0.0,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management."
